name,city,type,beds,rating,specialties,nabh,address,source
Tata Memorial Hospital,Mumbai,Government,629,4.7,Oncology | Surgical Oncology | Radiation Oncology,true,"Dr E Borges Road, Parel, Mumbai 400012",https://wibest.in/hospitals/mumbai/
Kokilaben Dhirubhai Ambani,Mumbai,Private,750,4.5,Cardiac Sciences | Neuroscience | Oncology | Bone Marrow Transplant | Robotic Surgery,true,"Rao Saheb Achutrao Patwardhan Marg, Andheri West, Mumbai 400053",https://wibest.in/hospitals/mumbai/
Lilavati Hospital,Mumbai,Trust,314,4.5,Cardiology | Oncology | Neurology | Gastroenterology | Orthopedics,true,"A-791, Bandra Reclamation, Bandra West, Mumbai 400050",https://wibest.in/hospitals/mumbai/
Jaslok Hospital,Mumbai,Trust,364,4.4,Cardiology | Oncology | Nephrology | Neurology | Transplant,true,"15, Dr Gopalrao Deshmukh Marg, Pedder Road, Mumbai 400026",https://wibest.in/hospitals/mumbai/
Hinduja Hospital Mahim,Mumbai,Trust,351,4.5,Cardiology | Gastroenterology | Nephrology | Neurology | Oncology,true,"Veer Savarkar Marg, Mahim West, Mumbai 400016",https://wibest.in/hospitals/mumbai/
KEM Hospital,Mumbai,Government,1800,4.3,General Medicine | Surgery | Trauma | Burns | Paediatrics,true,"Acharya Donde Marg, Parel East, Mumbai 400012",https://wibest.in/hospitals/mumbai/
Nanavati Max Hospital,Mumbai,Private,450,4.4,Cardiac Sciences | Neurology | Oncology | Gastroenterology | Joint Replacement,true,"SV Road, Vile Parle West, Mumbai 400056",https://wibest.in/hospitals/mumbai/
Bombay Hospital,Mumbai,Trust,750,4.3,Cardiology | Gastroenterology | Neurology | Oncology | Orthopedics,true,"12, New Marine Lines, Mumbai 400020",https://wibest.in/hospitals/mumbai/
HN Reliance Foundation,Mumbai,Trust,345,4.5,Oncology | Transplant | Cardiac Sciences | Neurology | IVF,true,"Raja Rammohan Roy Road, Prarthana Samaj, Girgaon, Mumbai 400004",https://wibest.in/hospitals/mumbai/
Breach Candy Hospital,Mumbai,Trust,190,4.4,Cardiology | Orthopedics | General Surgery | Internal Medicine,true,"60A, Bhulabhai Desai Road, Breach Candy, Mumbai 400026",https://wibest.in/hospitals/mumbai/
Wockhardt Hospital,Mumbai,Private,350,4.2,Cardiac Sciences | Neurology | Spine | Minimal Invasive Surgery,true,"1877, Dr Anand Rao Nair Marg, Mumbai Central, Mumbai 400011",https://wibest.in/hospitals/mumbai/
Hiranandani Hospital Powai,Mumbai,Private,240,4.3,Orthopedics | Cardiac Sciences | Gastroenterology | Urology | Gynaecology,true,"Hill Side Avenue, Powai, Mumbai 400076",https://wibest.in/hospitals/mumbai/
Saifee Hospital,Mumbai,Trust,210,4.3,Bariatric Surgery | Orthopedics | Cardiac Sciences | General Medicine,true,"15/17 Maharshi Karve Road, Charni Road, Mumbai 400004",https://wibest.in/hospitals/mumbai/
Jupiter Hospital Thane,Mumbai,Private,300,4.3,Cardiac Sciences | Neurology | Oncology | Transplant | Joint Replacement,true,"Eastern Express Highway, Thane 400601",https://wibest.in/hospitals/mumbai/
Apollo Navi Mumbai,Mumbai,Private,260,4.4,Cardiac Sciences | Neurology | Oncology | Orthopedics | Transplant,true,"Plot 13, Sector 23, CBD Belapur, Navi Mumbai 400614",https://wibest.in/hospitals/mumbai/
Fortis Mulund,Mumbai,Private,300,4.3,Cardiac Sciences | Neurology | Gastroenterology | Orthopedics | Oncology,true,"Mulund Goregaon Link Road, Mulund West, Mumbai 400078",https://wibest.in/hospitals/mumbai/
Global Hospital Mumbai,Mumbai,Private,300,4.2,Liver Transplant | Kidney Transplant | Gastroenterology | Hepatology,true,"35 Dr E Borges Road, Hospital Avenue, Parel, Mumbai 400012",https://wibest.in/hospitals/mumbai/
Seven Hills Hospital,Mumbai,Private,350,4.1,Cardiac Sciences | Neurology | Orthopedics | Gastroenterology | General Medicine,true,"Marol Maroshi Road, Andheri East, Mumbai 400059",https://wibest.in/hospitals/mumbai/
Holy Spirit Hospital,Mumbai,Trust,220,4.2,General Medicine | Orthopedics | Gynaecology | Paediatrics,true,"Mahakali Road, Andheri East, Mumbai 400093",https://wibest.in/hospitals/mumbai/
SL Raheja Mahim,Mumbai,Private,200,4.1,Diabetology | Cardiac Sciences | Neurology | Orthopedics,true,"Raheja Rugnalaya Marg, Mahim West, Mumbai 400016",https://wibest.in/hospitals/mumbai/
Apollo Greams Road,Chennai,Private,710,4.6,Cardiology | Oncology | Transplant | Orthopedics | Neurology,true,"21 Greams Lane, Off Greams Road, Chennai 600006",https://wibest.in/hospitals/chennai/
CMC Vellore,Vellore,Trust,2700,4.7,General Medicine | Oncology | Haematology | Nephrology | Neurology,true,"Ida Scudder Road, Vellore 632004",https://wibest.in/hospitals/vellore/
Sankara Nethralaya,Chennai,Trust,400,4.8,Ophthalmology | Retina | Glaucoma | Cornea,true,"18, College Road, Nungambakkam, Chennai 600006",https://wibest.in/hospitals/chennai/
MIOT International,Chennai,Private,600,4.5,Orthopedics | Joint Replacement | Spine | Sports Medicine | Cardiac Sciences,true,"4/112, Mount Poonamallee Road, Manapakkam, Chennai 600089",https://wibest.in/hospitals/chennai/
Fortis Malar Hospital,Chennai,Private,180,4.3,Cardiac Sciences | Neurology | Gastroenterology | Kidney Transplant,true,"52 1st Main Road, Gandhi Nagar, Adyar, Chennai 600020",https://wibest.in/hospitals/chennai/
Madras Medical Mission,Chennai,Trust,350,4.5,Cardiac Surgery | Cardiology | Paediatric Cardiac,true,"4-A, Dr J Jayalalithaa Nagar, Mogappair, Chennai 600037",https://wibest.in/hospitals/chennai/
Stanley Medical College Hospital,Chennai,Government,1650,4.2,General Medicine | Surgery | Orthopedics | Trauma,true,"Old Jail Road, Royapuram, Chennai 600001",https://wibest.in/hospitals/chennai/
Rajiv Gandhi GGH,Chennai,Government,2400,4.1,General Medicine | Surgery | Trauma | Burns | Paediatrics,true,"Park Town, EVR Periyar Salai, Chennai 600003",https://wibest.in/hospitals/chennai/
Sri Ramachandra Hospital,Chennai,Private,800,4.4,Cardiac Sciences | Neurology | Gastroenterology | Oncology | Transplant,true,"1, Ramachandra Nagar, Porur, Chennai 600116",https://wibest.in/hospitals/chennai/
Kauvery Hospital,Chennai,Private,350,4.4,Cardiac Sciences | Neurology | Gastroenterology | Orthopedics | Oncology,true,"199, Luz Church Road, Mylapore, Chennai 600004",https://wibest.in/hospitals/chennai/
MGM Healthcare,Chennai,Private,400,4.3,Cardiac Sciences | Neurology | Transplant | Oncology | Robotic Surgery,true,"72, Nelson Manickam Road, Aminjikarai, Chennai 600029",https://wibest.in/hospitals/chennai/
Gleneagles Global Chennai,Chennai,Private,1000,4.4,Transplant | Cardiac Sciences | Neurology | Oncology | Robotic Surgery,true,"439, Cheran Nagar, Perumbakkam, Chennai 600100",https://wibest.in/hospitals/chennai/
Global Hospital Chennai,Chennai,Private,350,4.3,Liver Transplant | Gastroenterology | Hepatology | Kidney Transplant,true,"439, Cheran Nagar, Perumbakkam, Chennai 600100",https://wibest.in/hospitals/chennai/
Apollo Children's Hospital,Chennai,Private,180,4.6,Paediatrics | Paediatric Surgery | Neonatology | PICU,true,"15, Shafee Mohammed Road, Thousand Lights, Chennai 600006",https://wibest.in/hospitals/chennai/
Billroth Hospitals,Chennai,Private,300,4.2,Cardiac Sciences | Neurology | Orthopedics | Gastroenterology | IVF,true,"43, Lakshmi Talkies Road, Shenoy Nagar, Chennai 600030",https://wibest.in/hospitals/chennai/
Vijaya Hospital,Chennai,Private,300,4.2,Cardiac Sciences | Neurology | Orthopedics | Gastroenterology | General Medicine,true,"180, NSK Salai, Vadapalani, Chennai 600026",https://wibest.in/hospitals/chennai/
Dr. Mehta's Hospitals,Chennai,Private,250,4.2,Orthopedics | Joint Replacement | Spine | Sports Medicine,true,"2, McNichols Road, Chetpet, Chennai 600031",https://wibest.in/hospitals/chennai/
Prashanth Hospitals,Chennai,Private,250,4.2,Gastroenterology | Hepatology | Liver Transplant | Renal Sciences,true,"Lloyds Road, Chennai 600014",https://wibest.in/hospitals/chennai/
Chettinad Hospital,Chennai,Private,400,4.1,General Medicine | Surgery | Orthopedics | Cardiac Sciences | Neurology,true,"Rajiv Gandhi Salai, Kelambakkam, Chennai 603103",https://wibest.in/hospitals/chennai/
Aravind Eye Hospital,Madurai,Trust,500,4.7,Ophthalmology | Cataract | Retina | Glaucoma | Cornea,true,"1, Anna Nagar, Madurai 625020",https://wibest.in/hospitals/madurai/
Narayana Health City,Bangalore,Private,3200,4.5,Cardiology | Cardiac Surgery | Oncology | Nephrology | Transplant,true,"258/A, Bommasandra Industrial Area, Hosur Road, Bangalore 560099",https://wibest.in/hospitals/bangalore/
NIMHANS,Bangalore,Government,897,4.6,Psychiatry | Neurology | Neurosurgery | Clinical Psychology,true,"Hosur Road, Lakkasandra, Wilson Garden, Bangalore 560029",https://wibest.in/hospitals/bangalore/
Manipal Hospital Old Airport Rd,Bangalore,Private,650,4.4,Transplant | Oncology | Cardiology | Neurology | Gastroenterology,true,"98, HAL Old Airport Road, Kodihalli, Bangalore 560017",https://wibest.in/hospitals/bangalore/
Aster CMI Hospital,Bangalore,Private,500,4.4,Cardiac Sciences | Neurology | Oncology | Gastroenterology | Transplant,true,"43/2, NH-7, Hebbal Sahakar Nagar, Bangalore 560092",https://wibest.in/hospitals/bangalore/
Fortis Bannerghatta,Bangalore,Private,400,4.3,Cardiac Sciences | Neurology | Oncology | Orthopedics | Transplant,true,"154/9, Bannerghatta Road, Opp IIM, Bangalore 560076",https://wibest.in/hospitals/bangalore/
Apollo Bannerghatta,Bangalore,Private,300,4.4,Cardiac Sciences | Neurology | Oncology | Transplant | Robotic Surgery,true,"154/11, Bannerghatta Road, Opp IIM, Bangalore 560076",https://wibest.in/hospitals/bangalore/
Sakra World Hospital,Bangalore,Private,300,4.3,Orthopedics | Cardiac Sciences | Neurology | Oncology | Gastroenterology,true,"SY No 52/2 & 52/3, Devarabeesanahalli, Marathahalli, Bangalore 560103",https://wibest.in/hospitals/bangalore/
Jayadeva Institute,Bangalore,Government,700,4.5,Cardiology | Cardiac Surgery | Paediatric Cardiac,true,"Bannerghatta Road, Jayanagar 9th Block, Bangalore 560069",https://wibest.in/hospitals/bangalore/
Kidwai Memorial Hospital,Bangalore,Government,650,4.2,Oncology | Surgical Oncology | Radiation Oncology,true,"Dr MH Marigowda Road, Bangalore 560029",https://wibest.in/hospitals/bangalore/
St. Johns Medical College,Bangalore,Trust,1250,4.4,General Medicine | Surgery | Paediatrics | Cardiac Sciences | Oncology,true,"Sarjapur Road, John Nagar, Koramangala, Bangalore 560034",https://wibest.in/hospitals/bangalore/
HCG Cancer Centre,Bangalore,Private,200,4.5,Oncology | Radiation Oncology | Bone Marrow Transplant | Surgical Oncology,true,"HCG Tower, 8, P Kalinga Rao Road, Sampangi Rama Nagar, Bangalore 560027",https://wibest.in/hospitals/bangalore/
BGS Gleneagles,Bangalore,Private,500,4.3,Cardiac Sciences | Neurology | Orthopedics | Oncology | Gastroenterology,true,"67, Uttarahalli Road, Kengeri, Bangalore 560060",https://wibest.in/hospitals/bangalore/
MS Ramaiah Memorial,Bangalore,Private,800,4.3,General Medicine | Surgery | Cardiac Sciences | Neurology | Oncology,true,"MSR Nagar, Mathikere, Bangalore 560054",https://wibest.in/hospitals/bangalore/
Mazumdar Shaw Medical Centre,Bangalore,Trust,1400,4.5,Oncology | Bone Marrow Transplant | Cardiac Sciences | Neurology | Transplant,true,"258/A, Bommasandra Industrial Area, Bangalore 560099",https://wibest.in/hospitals/bangalore/
Sparsh Hospital,Bangalore,Private,200,4.3,Orthopedics | Joint Replacement | Spine | Sports Medicine | Trauma,true,"146, Infantry Road, Bangalore 560001",https://wibest.in/hospitals/bangalore/
Columbia Asia Whitefield,Bangalore,Private,150,4.2,General Medicine | Orthopedics | Gastroenterology | Gynaecology | Paediatrics,true,"Survey No 10P & 12P, Ramagondanahalli, Whitefield, Bangalore 560066",https://wibest.in/hospitals/bangalore/
Vikram Hospital,Bangalore,Private,200,4.2,Cardiac Sciences | Neurology | Orthopedics | Gastroenterology | Renal Sciences,true,"71/1, Millers Road, Vasanth Nagar, Bangalore 560052",https://wibest.in/hospitals/bangalore/
Sagar Hospitals,Bangalore,Private,250,4.2,Cardiac Sciences | Neurology | Orthopedics | Gastroenterology | Oncology,true,"Shavige Malleshwara Hills, Kumaraswamy Layout, Bangalore 560078",https://wibest.in/hospitals/bangalore/
Bangalore Baptist Hospital,Bangalore,Trust,400,4.3,General Medicine | Surgery | Orthopedics | Gynaecology | Paediatrics,true,"Bellary Road, Hebbal, Bangalore 560024",https://wibest.in/hospitals/bangalore/
Ramaiah Narayana Heart Centre,Bangalore,Private,250,4.4,Cardiac Surgery | Cardiology | Vascular Surgery,true,"MSR Nagar, MSRIT Post, Bangalore 560054",https://wibest.in/hospitals/bangalore/
AMRI Hospital Salt Lake,Kolkata,Private,450,4.4,Cardiac Sciences | Neurology | Oncology | Orthopedics | Gastroenterology,true,"JC-16 & 17, Salt Lake City, Sector III, Kolkata 700098",https://wibest.in/hospitals/kolkata/
Fortis Anandapur,Kolkata,Private,400,4.3,Cardiac Sciences | Neurology | Oncology | Renal Sciences | Transplant,true,"730 EM Bypass, Anandapur, Kolkata 700107",https://wibest.in/hospitals/kolkata/
Apollo Gleneagles Kolkata,Kolkata,Private,510,4.4,Cardiac Sciences | Neurology | Oncology | Transplant | Gastroenterology,true,"58, Canal Circular Road, Kadapara, Kolkata 700054",https://wibest.in/hospitals/kolkata/
Medica Superspecialty,Kolkata,Private,400,4.3,Cardiac Sciences | Neurology | Transplant | Oncology | Orthopedics,true,"127 Mukundapur, EM Bypass, Kolkata 700099",https://wibest.in/hospitals/kolkata/
Tata Medical Center,Kolkata,Trust,460,4.6,Oncology | Bone Marrow Transplant | Surgical Oncology | Paediatric Oncology,true,"14 MAR (E-W), New Town, Rajarhat, Kolkata 700160",https://wibest.in/hospitals/kolkata/
BM Birla Heart Research,Kolkata,Private,200,4.5,Cardiology | Cardiac Surgery | Vascular Surgery | Paediatric Cardiac,true,"1/1 National Library Avenue, Alipore, Kolkata 700027",https://wibest.in/hospitals/kolkata/
Peerless Hospital,Kolkata,Private,350,4.2,Cardiac Sciences | Neurology | Gastroenterology | Orthopedics | Renal Sciences,true,"360 Panchasayar, Kolkata 700094",https://wibest.in/hospitals/kolkata/
Woodlands Hospital,Kolkata,Private,350,4.2,Cardiac Sciences | Neurology | Gastroenterology | General Medicine | Gynaecology,true,"8/5 Alipore Road, Kolkata 700027",https://wibest.in/hospitals/kolkata/
SSKM Hospital,Kolkata,Government,2000,4.2,General Medicine | Surgery | Trauma | Burns | Paediatrics,true,"244 AJC Bose Road, Bhowanipore, Kolkata 700020",https://wibest.in/hospitals/kolkata/
RN Tagore International,Kolkata,Private,300,4.3,Cardiac Sciences | Neurology | Orthopedics | Gastroenterology | Oncology,true,"Premises 1489, Mukundapur, EM Bypass, Kolkata 700099",https://wibest.in/hospitals/kolkata/
Belle Vue Clinic,Kolkata,Private,180,4.3,General Medicine | Cardiac Sciences | Neurology | Gastroenterology | Gynaecology,true,"9 Dr UN Brahmachari Street, Kolkata 700017",https://wibest.in/hospitals/kolkata/
Ruby General Hospital,Kolkata,Private,350,4.2,Cardiac Sciences | Neurology | Orthopedics | Oncology | Gastroenterology,true,"576 Anandapur, EM Bypass, Kolkata 700107",https://wibest.in/hospitals/kolkata/
Narayana Multispeciality Howrah,Kolkata,Private,300,4.3,Cardiac Sciences | Neurology | Orthopedics | Gastroenterology | Paediatrics,true,"120/1 Andul Road, Howrah 711103",https://wibest.in/hospitals/kolkata/
CMRI Kolkata,Kolkata,Private,300,4.2,Cardiac Sciences | Neurology | Gastroenterology | Orthopedics | Urology,true,"7/2 Diamond Harbour Road, Alipore, Kolkata 700027",https://wibest.in/hospitals/kolkata/
Chittaranjan Cancer Institute,Kolkata,Government,350,4.3,Oncology | Surgical Oncology | Radiation Oncology | Gynae Oncology,true,"37 SP Mukherjee Road, Kolkata 700026",https://wibest.in/hospitals/kolkata/
NRS Medical College,Kolkata,Government,1600,4.0,General Medicine | Surgery | Trauma | Paediatrics,true,"138 AJC Bose Road, Sealdah, Kolkata 700014",https://wibest.in/hospitals/kolkata/
ILS Hospital Dumdum,Kolkata,Private,250,4.1,Cardiac Sciences | Neurology | Gastroenterology | Orthopedics | General Medicine,true,"DD-6, Sector 1, Salt Lake City, Kolkata 700064",https://wibest.in/hospitals/kolkata/
Desun Hospital,Kolkata,Private,200,4.2,Cardiac Sciences | Neurology | Orthopedics | Gastroenterology | Critical Care,true,"Desun More, Kasba Golpark, EM Bypass, Kolkata 700107",https://wibest.in/hospitals/kolkata/
Manipal Hospital Kolkata,Kolkata,Private,350,4.3,Cardiac Sciences | Neurology | Oncology | Transplant | Gastroenterology,true,"Plot No 130, Action Area III, Newtown, Kolkata 700156",https://wibest.in/hospitals/kolkata/
EKO Superspeciality,Kolkata,Private,200,4.1,Cardiac Sciences | Neurology | Gastroenterology | Orthopedics | Urology,true,"Diamond Harbour Road, Kolkata 700053",https://wibest.in/hospitals/kolkata/
AIG Hospitals,Hyderabad,Private,450,4.7,Gastroenterology | Liver Transplant | Hepatology | Surgical Gastro,true,"Mindspace Road, Gachibowli, Hyderabad 500032",https://wibest.in/hospitals/hyderabad/
KIMS Hospitals,Hyderabad,Private,1000,4.5,Cardiac Sciences | Neurology | Orthopedics | Oncology | Transplant,true,"1-8-31/1, Minister Road, Krishna Nagar Colony, Begumpet, Secunderabad 500003",https://wibest.in/hospitals/hyderabad/
Apollo Jubilee Hills,Hyderabad,Private,500,4.5,Cardiology | Oncology | Neurosciences | Transplant,true,"Road No 72, Opp Bharatiya Vidya Bhavan School, Film Nagar, Jubilee Hills, Hyderabad 500033",https://wibest.in/hospitals/hyderabad/
Yashoda Hospitals,Hyderabad,Private,500,4.4,Neuroscience | Cardiac Sciences | Gastroenterology | Orthopedics,true,"Behind Hari Hara Kala Bhavan, SP Road, Secunderabad 500003",https://wibest.in/hospitals/hyderabad/
Continental Hospitals,Hyderabad,Private,750,4.4,Orthopedics | Transplant | Cardiac Sciences | Robotic Surgery,true,"IT and Financial District, Nanakramguda, Gachibowli, Hyderabad 500032",https://wibest.in/hospitals/hyderabad/
Care Hospitals,Hyderabad,Private,435,4.4,Cardiac Sciences | Neuroscience | Oncology | Orthopedics,true,"Road No 1, Banjara Hills, Hyderabad 500034",https://wibest.in/hospitals/hyderabad/
Basavatarakam Cancer Hospital,Hyderabad,Trust,300,4.6,Oncology | Surgical Oncology | Radiation Oncology | Chemotherapy,true,"Road No 14, Banjara Hills, Hyderabad 500034",https://wibest.in/hospitals/hyderabad/
LV Prasad Eye Institute,Hyderabad,Trust,200,4.8,Ophthalmology | Cornea | Retina | Glaucoma,true,"LV Prasad Marg, Banjara Hills, Hyderabad 500034",https://wibest.in/hospitals/hyderabad/
NIMS Hyderabad,Hyderabad,Government,1500,4.3,Cardiac Sciences | Neurology | Nephrology | General Surgery,true,"Punjagutta, Hyderabad 500082",https://wibest.in/hospitals/hyderabad/
Osmania General Hospital,Hyderabad,Government,1168,4.1,General Medicine | Surgery | Orthopedics | Trauma,true,"Afzal Gunj, Hyderabad 500012",https://wibest.in/hospitals/hyderabad/
Star Hospitals,Hyderabad,Private,200,4.5,Cardiac Surgery | Interventional Cardiology | Vascular Surgery,true,"Road No 10, Banjara Hills, Hyderabad 500034",https://wibest.in/hospitals/hyderabad/
Global Hospitals Hyderabad,Hyderabad,Private,500,4.4,Liver Transplant | Gastroenterology | Renal Transplant,true,"6-1-1070, Lakdi-ka-pul, Hyderabad 500004",https://wibest.in/hospitals/hyderabad/
Fernandez Hospital,Hyderabad,Private,200,4.6,Maternity | Neonatology | Gynaecology | Fertility,true,"Bogulkunta, Hyderguda, Hyderabad 500001",https://wibest.in/hospitals/hyderabad/
Sunshine Hospitals,Hyderabad,Private,250,4.3,Orthopedics | Joint Replacement | Sports Medicine,true,"PG Road, Paradise Circle, Secunderabad 500003",https://wibest.in/hospitals/hyderabad/
MaxCure Hospitals,Hyderabad,Private,300,4.3,Cardiac Sciences | Orthopedics | Neurology | Urology,true,"Behind Cyber Towers, Hi-Tech City Main Road, Madhapur, Hyderabad 500081",https://wibest.in/hospitals/hyderabad/
Ruby Hall Clinic,Pune,Private,750,4.5,Cardiac Sciences | Neurology | Oncology | Transplant | Orthopedics,true,"40, Sassoon Road, Pune 411001",https://wibest.in/hospitals/pune/
Sahyadri Hospital,Pune,Private,500,4.4,Cardiac Sciences | Neuroscience | Orthopedics | Oncology,true,"Plot No 9-C, Erandwane, Pune 411004",https://wibest.in/hospitals/pune/
Jehangir Hospital,Pune,Private,350,4.4,Cardiac Sciences | Orthopedics | Neurology | IVF,true,"32, Sassoon Road, Pune 411001",https://wibest.in/hospitals/pune/
Deenanath Mangeshkar Hospital,Pune,Trust,800,4.5,Cardiac Sciences | Oncology | Neuroscience | Transplant,true,"Near Mhatre Bridge, Erandawane, Pune 411004",https://wibest.in/hospitals/pune/
KEM Hospital Pune,Pune,Trust,500,4.3,General Medicine | Surgery | Paediatrics | Obstetrics,true,"489 Rasta Peth, Sardar Moodliar Road, Pune 411011",https://wibest.in/hospitals/pune/
Sassoon General Hospital,Pune,Government,1300,4.0,General Medicine | Surgery | Trauma | Burns,true,"Near Pune Railway Station, Pune 411001",https://wibest.in/hospitals/pune/
Aditya Birla Memorial Hospital,Pune,Private,500,4.3,Cardiac Sciences | Oncology | Robotic Surgery | Transplant,true,"Aditya Birla Hospital Marg, Thergaon, Chinchwad, Pune 411033",https://wibest.in/hospitals/pune/
Jupiter Hospital Pune,Pune,Private,350,4.3,Cardiac Sciences | Orthopedics | Urology | Nephrology,true,"Baner-Pashan Link Road, Baner, Pune 411045",https://wibest.in/hospitals/pune/
Sancheti Hospital,Pune,Private,200,4.4,Orthopedics | Joint Replacement | Sports Medicine | Spine,true,"16, Shivaji Nagar, Pune 411005",https://wibest.in/hospitals/pune/
Noble Hospital Pune,Pune,Private,300,4.2,Cardiac Sciences | Orthopedics | General Surgery | Gastroenterology,true,"153, Magarpatta City Road, Hadapsar, Pune 411013",https://wibest.in/hospitals/pune/
Command Hospital Pune,Pune,Government,1000,4.3,General Medicine | Surgery | Orthopedics | Cardiac Sciences,true,"Wanowrie, Pune 411040",https://wibest.in/hospitals/pune/
Bharati Hospital Pune,Pune,Trust,600,4.1,General Medicine | Surgery | Orthopedics | Dental,true,"Bharati Vidyapeeth Campus, Dhankawadi, Pune 411043",https://wibest.in/hospitals/pune/
Inamdar Hospital Pune,Pune,Private,300,4.2,Cardiac Sciences | Orthopedics | Neurology | Gastroenterology,true,"Sr No 15, Fatima Nagar, Wanowrie, Pune 411040",https://wibest.in/hospitals/pune/
Zydus Hospital,Ahmedabad,Private,550,4.4,Cardiac Sciences | Neuroscience | Oncology | Transplant | Robotic Surgery,true,"Nr Sola Bridge, SG Highway, Thaltej, Ahmedabad 380054",https://wibest.in/hospitals/ahmedabad/
Sterling Hospital,Ahmedabad,Private,400,4.3,Cardiac Sciences | Orthopedics | Neurology | Urology,true,"Sterling Hospital Road, Memnagar, Ahmedabad 380052",https://wibest.in/hospitals/ahmedabad/
Apollo Hospitals Ahmedabad,Ahmedabad,Private,400,4.4,Cardiac Sciences | Transplant | Oncology | Orthopedics,true,"Plot No 1A, Bhat GIDC Estate, Gandhinagar 382428",https://wibest.in/hospitals/ahmedabad/
HCG Cancer Centre,Ahmedabad,Private,200,4.5,Oncology | Radiation Therapy | Surgical Oncology | Bone Marrow Transplant,true,"Sola Science City Road, Off SG Highway, Sola, Ahmedabad 380060",https://wibest.in/hospitals/ahmedabad/
Civil Hospital Ahmedabad,Ahmedabad,Government,2500,4.1,General Medicine | Surgery | Paediatrics | Psychiatry,true,"Asarwa, Ahmedabad 380016",https://wibest.in/hospitals/ahmedabad/
